ADM1_EN,ADM2_EN,Shape_Area,Year,Month,Date,Rainfall_mm,Rainfall_Anomaly_mm,Rainfall_Anomaly_Percent
Machakos,Yatta,0.0862109028544,2023.0,12.0,2023-12,54.5862499510992,-45.63160039576585,-45.96185544370774
Nairobi,Dagoretti,0.00198642271282,2023.0,12.0,2023-12,73.75055634348017,-41.62332659172094,-36.087812253944605
Nairobi,Embakasi Central,0.000664901959297,2023.0,12.0,2023-12,66.7397763994005,-27.959449195074107,-29.348969811403425
Nairobi,Embakasi East,0.00697580217167,2023.0,12.0,2023-12,63.22637471167643,-32.210340829508645,-33.75023959927581
Nairobi,Embakasi North,0.000441181256097,2023.0,12.0,2023-12,63.18046020161022,-22.97574153930441,-26.65829706745435
Nairobi,Embakasi South,0.00142609820487,2023.0,12.0,2023-12,57.09296481874255,-38.04900935642948,-39.98513157267922
Nairobi,Embakasi West,0.000793166442342,2023.0,12.0,2023-12,66.36301763241109,-29.31015044127728,-30.60854898698524
Nairobi,Kamukunji,0.000718135459802,2023.0,12.0,2023-12,66.66992425918579,-29.79042958265001,-30.883599734142383
Nairobi,Kasarani,0.0110736011415,2023.0,12.0,2023-12,62.83150840301242,-25.35966869279495,-28.656136714052792
Nairobi,Kibra,0.00100197842996,2023.0,12.0,2023-12,58.00983552705674,-45.23175505567531,-43.65025654248001
Nairobi,Kilimani,0.00238546350977,2023.0,12.0,2023-12,59.66006292752771,-40.2093804465917,-40.26630598645142
Nairobi,Langata,0.0170497156745,2023.0,12.0,2023-12,59.0047792934236,-44.92564133350905,-43.02580353650162
Nairobi,Makadara,0.000974908477702,2023.0,12.0,2023-12,64.74060662995036,-31.3304773109394,-32.640866421776664
Nairobi,Mathare,0.000235884309461,2023.0,12.0,2023-12,65.17375445365906,-27.44906876845793,-29.5427273417513
Nairobi,Roysambu,0.00390887981589,2023.0,12.0,2023-12,63.81308124041317,-21.6438342305528,-25.311704452169398
Nairobi,Ruaraka,0.000583416833502,2023.0,12.0,2023-12,62.787970169170485,-23.71554747015165,-27.40457947280334
Nairobi,Starehe,0.00136813789598,2023.0,12.0,2023-12,60.75196627053347,-35.16671738440309,-36.6709694392759
Nairobi,Westlands,0.00590790301496,2023.0,12.0,2023-12,59.60334861102522,-34.73355456085704,-36.68467755474855
Turkana,Loima,0.792863767753,2023.0,12.0,2023-12,5.281359657906441,-7.741815318958438,-62.08490553297858
